summary,interest,property,metadata
물리교육과는 학부생들에게는 물리학과 과학에 대한 기초적인 지식과 중ㆍ고등학교에서의 과학(물리)교사에게 필요한 물리교육과 과학교육을 제공하고 있습니다. 물리교육과는 사범대학에서 추구하는 교육 목적과 목표를 달성하기 위하여 건전한 인격의 소유와 탁월한 전문지식을 바탕으로 한 인재를 육성합니다. 창의적이고 유능하며 국가와 지역사회의 발전에 기여할 수 있는 책임감 있는 교사 양성에 교육 목표를 두고 있습니다.,"과학과 관련하여 고정관념이나 선입견에 사로잡히지 않고 자기만의 과학적인 방법과 답을 찾아내는 창의적이고 독창적인 학생, 긍정적인 마인드를 가지고 열정적이며 책임감 있게 행동하는 학생이면 지원해도 좋습니다.","물리학 전공지식과 교과교육학 내용을 이론과 실험, 실습을 통해 기초부터 심화 과정까지 학습합니다. 합리적인 사고와 건전한 가치관을 지닌 전인적 인격체를 지향하며 자율성, 책임감, 지도력과 사명감을 지닌 교원으로 성장할 수 있도록 학업분위기를 마련하고 있습니다.","{""majorSeq"": 174, ""major"": ""물리교육과"", ""salary"": 188.2, ""employment"": ""40 % 이상"", ""job"": ""과학강사, 과학관련기자, 과학관큐레이터, 과학출판물및교재개발자, 기업체연구원, 사범계열교수, 연구원, 중등학교교사, 학원강사"", ""qualifications"": ""중등학교2급정교사"", ""universities"": ""서울대학교:물리교육과 | 부산대학교:물리교육과 | 경북대학교:물리교육과 | 전남대학교:물리교육과 | 조선대학교:물리교육과 | 강원대학교:물리교육전공 | 충북대학교:물리교육과 | 한국교원대학교:물리교육과 | 국립공주대학교:물리교육과 | 전북대학교:과학교육학부 물리교육전공 | 국립순천대학교:물리교육과 | 대구대학교:물리교육과 | 동국대학교 WISE캠퍼스:사범교육학부 | 경상국립대학교:물리교육과 | 제주대학교:물리교육전공""}"
미술교육과는 미술 전 영역에 걸친 기초 기능을 연마하는 데 중점을 두며 미술 이론을 체계화하여 미술에 대한 이해를 높이고 작품 활동의 방향을 제시합니다. 미술교육과는 자유롭고 창의적이고 개성적인 조형 능력을 가지고 폭넓고 풍부한 미술 전반에 대한 지식을 넓히고자 합니다. 세계문화 속의 일인으로 각자 역할을 다 할 수 있는 작가와 유능한 미술교육자 양성에 교육 목표를 두고 있습니다.,"예체능교육학과를 공부하기 위해서는 음악, 미술, 체육 등의 예체능 분야의 공부를 좋아해야 하며, 특별히 한 분야에서 크게 흥미를 느끼는 것이 좋습니다. 예체능 분야의 과목을 가르치는 교사가 될 가능성이 높으므로 아이들을 가르치는 일을 좋아하고, 창의력이 높으며, 새로운 것을 유심히 잘 관찰할 수 있는 능력이 필요합니다.","예체능교육학과에서 공부하기 위해서는 예체능에 대한 전반적인 지식뿐만 아니라 음악, 체육, 미술 등 어느 한 분야에서 뛰어난 능력이 필요합니다. 앞으로 사람들의 여가 생활이 많아짐에 따라, 예체능 교육 분야의 전문가의 양성도 중요해질 것이라고 예상됩니다.","{""majorSeq"": 183, ""major"": ""미술교육과"", ""salary"": 184.1, ""employment"": ""40 % 이상"", ""job"": ""교재및교구개발자, 대학교수, 미술가, 미술강사, 미술관장, 미술비평가, 미술치료사, 중등교사, 화가"", ""qualifications"": ""중등학교2급정교사"", ""universities"": ""한양대학교:응용미술교육과 | 부산교육대학교:미술교육과 | 인하대학교:미술교육과 | 목원대학교:미술교육과 | 한남대학교:미술교육과 | 광주교육대학교:미술교육과(심화전공) | 한국교원대학교:미술교육과 | 국립공주대학교:미술교육과 | 전주교육대학교:미술교육과(심화전공) | 경남대학교:미술교육과 | 경상국립대학교:미술교육과 | 진주교육대학교:미술교육과(심화전공)""}"
"세계화와 더불어 선진 외국과의 정치, 경제, 사회, 문화적 교류가 확대되고 있습니다. 프랑스어는 전 세계 40여개 국가에서 사용되고 있는 언어로 국제정치, 경제, 외교적으로 중요한 언어 중 하나입니다. 불어교육과에서는 프랑스의 문학과 문화의 요소들을 연마하여 중ㆍ고등학교에서 프랑스어를 보급하고 서구문화를 이해시켜 후진 세대로 하여금 국제 사회에 창조적으로 적응할 수 있도록 도와줄 우수한 프랑스어 교사 양성을 목표로 합니다.","프랑스 문화 및 프랑스 문화권의 여러 나라 역사, 문화, 사회, 정치 등에 관심이 있으면 좋습니다. 고등학교 때에 불어를 선택하여 흥미롭게 공부한 경험이 있으면 특히 불어불문학과를 추천합니다. 이 학과를 공부하기 위해서는 기본적으로 언어 감각이 있으면 유리하며, 새로운 언어 체계 및 문법을 배우는 데에 거부감이 없어야 합니다.","높은 수준의 프랑스어 능력을 갖추어 프랑스어 능력 자격을 취득할 수 있습니다. 유럽의 프랑스 일상 문화 및 예술 분야에 대한 지식을 습득할 수 있습니다. 능력과 희망 진로에 따라 교육, 문화, 예술, 외교 등 다양한 다양한 분야로 진출할 수 있습니다.","{""majorSeq"": 225, ""major"": ""불어교육과"", ""salary"": 178.8, ""employment"": ""40 % 이상"", ""job"": ""관세사, 무역담당자, 사범계열교수, 승무원, 언론인(기자,PD,아나운서등), 외교관, 작가, 중등학교교사, 출판물기획자, 통번역가, 통역사, 학원강사"", ""qualifications"": ""중등학교2급정교사"", ""universities"": ""서울대학교:불어교육과 | 한국외국어대학교:프랑스어교육전공 | 한국외국어대학교:프랑스어교육과 | 부산대학교:불어교육과 | 경북대학교:유럽어교육학부 불어교육전공 | 한국교원대학교:불어교육과""}"
"배움에는 끝이 없다. 는 말을 들어 본 적 있나요? 사람들은 새로운 기계의 조작법을 배우거나, 해외로 여행을 가기 위해 외국어를 배우는 등 끊임없이 학습을 하며 살아갑니다. 사회교육학과는 사람들이 사회생활을 하며 살아가는 데 불편함을 느끼지 않도록 다양한 사회적 지식을 습득할 수 있도록 도와주는 방법에 대해서 공부하는 곳입니다. 사회교육학과는 다양한 성격을 가진 학생들에게 열린 마음과 성실한 태도로 교육을 할 수 있는 인재를 양성합니다.","사회의 전반적인 상황에 대해서 두루두루 알아야하므로 정치, 경제, 지리, 세계사 등 다양한 사회 관련 과목에 관심이 있으면 좋습니다. 학생들을 가르치는 일을 하므로 인내심이 있고 배려심이 깊으면 좋습니다. 또한, 학생들에게 다양한 지식을 가르치는 일을 하게 되므로 창의력과 지식을 전달하는 능력이 높으면 도움이 됩니다.","사회교육학과는 지리, 역사, 윤리, 사회 문화, 정치, 경제 등 사람들이 사회를 살아가는 데 필요한 지식과 합리적인 의사결정을 내리는 데 필요한 가치관에 대해서 공부합니다. 사회교육학과는 다양한 사회과목을 공부하며 학문 간의 융합을 통해 사회문제를 해결하는 방법에 대해서도 공부합니다.","{""majorSeq"": 21012, ""major"": ""사회교육과"", ""salary"": 189.2, ""employment"": ""40 % 이상"", ""job"": ""사범계열교수, 사회과학연구원, 사회단체활동가, 사회학연구원, 중등학교교사, 학원강사"", ""qualifications"": ""중등학교2급정교사"", ""universities"": ""서울대학교:사회교육과 | 성신여자대학교:사회교육과 | 이화여자대학교:사회과교육과 | 부산교육대학교:사회교육과 | 인하대학교:사회교육과 | 광주교육대학교:사회과교육과(심화전공) | 서원대학교:사회교육과 | 충북대학교:사회교육과 | 공주교육대학교:사회과교육과(심화과정) | 국립공주대학교:경영ㆍ금융교육과 | 국립공주대학교:상업정보교육과 | 전주교육대학교:사회교육과(심화전공) | 국립순천대학교:사회교육과 | 진주교육대학교:사회과교육과(심화과정) | 제주대학교:사회교육과""}"
생물교육과는 미래 세대의 과학교육에 있어 자연과학의 기초 지식 및 개념을 정립하고 생물 분야를 중점적으로 다루어 더욱 합리적이고 역동적인 과학교육 방향을 제시합니다. 생물교육과는 충실한 이론 습득과 다양한 실험실습을 통하여 과학적 사고방식과 탐구정신을 기르고자 합니다. 또한 생물학 및 과학 전반에 걸쳐서 학생들에게 과학기술과 사회를 연계하여 이해시킬 수 있는 조력자로서의 능력을 갖춘 우수한 과학교사 및 생물교사 양성에 교육 목표를 두고 있습니다.,"생명과학을 포함한 자연과학에 호기심과 흥미가 있으며, 교육에 대한 관심이 많고 자발적으로 학습하는 능력과 관심을 갖고 있는 학생은 생물교육을 연구하기에 좋습니다.","책상에서만 하는 일상적인 공부가 아닌 다양한 현장 실습(생물 탐구와 관련한 야외실습, 연합채집, 동ㆍ식물 분류학 실험 등) 등을 통해 직접 보고 만질 수 있는 생생한 생물 교육을 접할 수 있습니다.","{""majorSeq"": 263, ""major"": ""생물교육과"", ""salary"": 188.2, ""employment"": ""40 % 이상"", ""job"": ""사범계열교수, 생명과학연구원, 자연과학연구원, 중등학교교사, 학원강사"", ""qualifications"": ""중등학교2급정교사"", ""universities"": ""서울대학교:생물교육과 | 부산대학교:생물교육과 | 경북대학교:과학교육학부 생물교육전공 | 경북대학교:생물교육과 | 전남대학교:생물교육과 | 조선대학교:생물교육과 | 강원대학교:생물교육전공 | 서원대학교:생물교육과 | 충북대학교:생물교육과 | 한국교원대학교:생물교육과 | 국립공주대학교:생물교육과 | 전북대학교:과학교육학부 생물교육전공 | 대구대학교:생물교육과 | 경상국립대학교:생물교육과 | 제주대학교:생물교육전공""}"
"수학교육은 자연현상 및 사회현상에 내재된 본질을 파악할 수 있는 논리적 분석력, 종합적 판단력 등의 인간인식능력을 향상시킬 수 있는 여러 가지 방안을 수학을 도구로 하여 탐구하고자 하는 학문입니다. 수학교육과는 지식정보화 사회에서 필요로 하는 창조적인 능력을 배양하고 수학을 효율적으로 교육할 수 있는 우수한 중등 수학교사와 수학교육 전문가의 양성에 교육목표를 두고 있습니다.","문제의 해답을 얻는 것보다 이를 해결하고 증명해 나가는 과정을 중요하게 여기고, 또 이러한 문제 해결과정을 재미있게 느끼는 사람이면 좋습니다. 논리적인 사고와 분석력, 추리력을 갖추고 있어야 하며, 현대수학은 컴퓨터 활용이 많기 때문에 컴퓨터 활용 능력을 갖추면 공부에 많은 도움이 됩니다.","수학은 많은 현상을 설명하고 예측 가능하게하기 때문에 모든 과학 분야에서 필수적으로 이용됩니다. 수학적 사고력을 바탕으로 한 응용 수학은 컴퓨터, 최첨단 기술, 생명공학 등의 발전과 더불어 자연과학, 공학, 인문과학, 사회과학, 생명공학, 금융공학 등 다양한 분야에 광범위하게 응용되고 있습니다.","{""majorSeq"": 299, ""major"": ""수학교육과"", ""salary"": 188.2, ""employment"": ""40 % 이상"", ""job"": ""교육행정사무원, 교재및교구개발자, 금융관련사무원, 금융자산운용가, 보험계리사, 사범계열교수, 중등학교교사, 컴퓨터시스템분석가, 학원강사"", ""qualifications"": ""중등학교2급정교사"", ""universities"": ""건국대학교:수학교육과 | 고려대학교:수학교육과 | 동국대학교:수학교육과 | 상명대학교:수학교육과 | 서울대학교:수학교육과 | 성균관대학교:수학교육과 | 이화여자대학교:수학교육과 | 한양대학교:수학교육과 | 홍익대학교:수학교육과 | 부산교육대학교:수학교육과 | 부산대학교:수학교육과 | 신라대학교:수학교육과 | 인천대학교:수학교육과 | 인하대학교:수학교육과 | 목원대학교:수학교육과 | 충남대학교:수학교육과 | 한남대학교:수학교육과 | 경북대학교:수학교육과 | 광주교육대학교:수학교육과(심화전공) | 전남대학교:수학교육과 | 조선대학교:수학교육과 | 단국대학교:수학교육과 | 가톨릭관동대학교:수학교육과 | 강원대학교:수학교육과 | 서원대학교:수학교육과 | 청주대학교:수학교육과 | 충북대학교:수학교육과 | 한국교원대학교:수학교육과 | 국립공주대학교:수학교육과 | 우석대학교:수학교육과 | 원광대학교:수학교육과 | 전북대학교:수학교육과 | 전주교육대학교:수학교육과(심화전공) | 전주대학교:수학교육과 | 국립목포대학교:수학교육과 | 국립순천대학교:수학교육과 | 세한대학교:수학교육과 | 국립경국대학교:수학교육과 | 대구가톨릭대학교:수학교육과 | 대구대학교:수학교육과 | 동국대학교 WISE캠퍼스:수학교육과 | 영남대학교:수학교육과 | 경남대학교:수학교육과 | 경상국립대학교:수학교육과 | 진주교육대학교:수학교육과(심화전공) | 제주대학교:수학교육과""}"
"수해양산업교육과는 중등학교의 수산계와 이공계 교사 및 수산업과 공업계의 기술 발전에 이바지할 수 있는 전문 기술인 양성에 목적을 두고 있습니다. 수해양산업교육과는 교육학이론 및 수산교육 분야 중 각 전공 영역(기관공학, 냉동공학, 식품공학, 양식공학, 어업공학)의 이론과 응용 방법을 교육하여 교육 현장에서 창조적인 지도 능력을 발휘할 수 있는 중등학교 교사 양성을 교육목표로 하고 있습니다.","물리, 화학, 생물 등 자연과학과 기초 수학, 특히 해양환경 중심의 지구과학 교과에 대한 관심을 바탕으로 해양 자원의 효과적인 이용과 응용, 해양 환경 변화의 예측과 대책 및 보존에 대한 관심과 고민이 필요합니다. (출처 세종특별자치시교육청, 보인다 시리즈 5.-0 - 전공ㆍ적성 개발 길라잡이 해양환경과학과)",해양수산업 분야의 전문인력을 양성합니다. 수해양산업의 균형 있는 발전을 위한 인재를 양성을 하는 학과입니다.,"{""majorSeq"": 10033, ""major"": ""수해양산업교육과"", ""salary"": 188.2, ""employment"": ""40 % 이상"", ""job"": ""사범계열교수, 수산계ㆍ공업계중등학교교사"", ""qualifications"": ""중등학교2급정교사"", ""universities"": ""국립부경대학교:수해양산업교육과 기관공학전공 | 국립부경대학교:수해양산업교육과 어업공학전공 | 국립부경대학교:수해양산업교육과 | 국립부경대학교:수해양산업교육과 양식공학전공 | 국립부경대학교:수해양산업교육과 식품공학전공 | 국립부경대학교:수해양산업교육과 냉동공학전공 | 국립부경대학교:수해양산업교육과 항해공학전공""}"
언어치료학과는 말-언어와 관련된 의사소통 과정에 장애가 있는 아동 및 성인들이 다양한 언어치료 과정을 통해 효율적인 의사소통 참여자로 활동할 수 있도록 치료ㆍ교육하는 언어치료사 및 언어임상 전문가 양성을 교육목표로 합니다.,"언어, 글자, 문법 등 언어 자체에 대한 관심과 이해, 언어를 통한 인간 본성 및 철학적, 과학적, 사회적 현상의 기원과 과정, 언어치료 등 언어 및 언어로 인해 파생되는 다양한 현상에 대한 철학적인 고민이 필요합니다. (출처 세종특별자치시교육청, 보인다 시리즈 5.-0 - 전공ㆍ적성 개발 길라잡이 언어학과)","언어발달장애, 조음장애, 음성장애, 말더듬, 청각장애, 실어증 등 다양한 장애영역에서 의사소통에 어려움을 겪는 아동과 성인의 특성을 이해하여 진단 및 치료 능력을 갖춘 언어재활 전문가를 양성하는 학과입니다. (출처 세종특별자치시교육청, 보인다 시리즈 5.-0 - 전공ㆍ적성 개발 길라잡이)","{""majorSeq"": 346, ""major"": ""언어치료학과"", ""salary"": 201.7, ""employment"": ""60 % 이상"", ""job"": ""대학교수, 언어재활사, 언어치료사"", ""qualifications"": ""언어장애전문가, 언어재활교육사"", ""universities"": ""고신대학교:언어치료학과 | 동명대학교:언어치료청각학과 | 부산가톨릭대학교:언어청각치료학과 | 광주대학교:언어치료학과 | 광주여자대학교:언어치료학과 | 광주여자대학교:미래융합학부(언어재활심리학과) | 남부대학교:언어치료학과 | 조선대학교:언어치료학과 | 호남대학교:언어치료학과 | 루터대학교:언어치료학과 | 상지대학교:언어치료전공 | 상지대학교:언어청각치료학과 | 상지대학교:언어치료학과 | 한림대학교:언어병리학전공 | 한림대학교:언어청각학부 | 유원대학교:언어치료학과 | 나사렛대학교:언어치료학전공 | 나사렛대학교:언어치료학과 | 원광디지털대학교:언어치료학과 | 호원대학교:언어치료학과 | 동신대학교:언어치료학과 | 세한대학교:언어치료학과 | 대구가톨릭대학교:언어청각치료학과 | 대구대학교:언어치료학과 | 대구사이버대학교:언어치료학과 | 위덕대학교:언어청각치료학과 | 제주국제대학교:언어치료학과""}"
역사교육과는 한국사와 세계사에 대한 올바른 이해와 역사교육자로서의 소양을 구비하게 하고 한국의 역사교육과 역사 연구에 기여할 수 있는 역량을 보유하도록 돕습니다. 역사교육과는 국가의 교원양성정책을 기초로 하여 바람직한 인간교육을 실현할 수 있는 이상적인 중고등학교 역사교사와 역사교육 전문가 양성을 교육목표로 두고 있습니다.,"중ㆍ고등학교 때에 국사 및 세계사 등 역사 과목을 즐겁게 공부했으면 이 학과에 입학할 기본적인 조건을 갖춘 것이나 마찬가지입니다. 또, 인간에 대한 깊은 호기심을 가지며, 인류와 사회의 발달 과정에 대해 흥미를 느낀다면 4년 내내 흥미를 가지고 공부할 수 있을 것입니다. 사료와 사료 사이의 여러 상황을 생각하는 상상력이 풍부하면 좋으며, 더불어 논리력을 갖추면 유리합니다.","역사교육과는 다양한 자료ㆍ유물을 바탕으로 인간과 사회문제를 시간적 변화 속에서 분석한다는 점에서 모든 인문과학의 기초나 다름없습니다. 한국사가 수능시험에서 필수 과목으로 채택하면서, 대학에 설치된 역사학ㆍ고고학에도 국민적 관심이 높아지고 있습니다.","{""majorSeq"": 350, ""major"": ""역사교육과"", ""salary"": 189.2, ""employment"": ""40 % 이상"", ""job"": ""고고학자, 문화재보존원, 사범계열교수, 신문기자, 언론인, 역사학연구원, 일반공무원, 작가, 중등학교교사, 출판물기획자, 큐레이터, 학원강사"", ""qualifications"": ""중등학교2급정교사"", ""universities"": ""고려대학교:역사교육과 | 동국대학교:역사교육과 | 서울대학교:역사교육과 | 총신대학교:역사교육과 | 홍익대학교:역사교육과 | 부산대학교:역사교육과 | 신라대학교:역사교육과 | 인천대학교:역사교육과 | 한남대학교:역사교육과 | 경북대학교:역사교육과 | 전남대학교:역사교육과 | 가톨릭관동대학교:역사교육과 | 강원대학교:역사교육과 | 서원대학교:역사교육과 | 충북대학교:역사교육과 | 한국교원대학교:역사교육과 | 국립공주대학교:역사교육과 | 우석대학교:역사교육과 | 원광대학교:역사교육과 | 전북대학교:역사교육과 | 대구가톨릭대학교:역사교육과 | 대구가톨릭대학교:역사교육전공 | 대구대학교:역사교육과 | 경상국립대학교:역사교육과""}"
"영어 의사소통 능력을 향상시켜, 궁극적으로 교실 영어 수업 진행의 심적 부담감을 덜어주고 21세기 글로벌 시대에 발맞춘 영어 교수 능력을 갖춘 우수한 인재를 길러내고 있습니다. 영어교육과의 학부 과정을 성공적으로 이수한 졸업생들은 교직에 진출하여 영어교육계에서 주도적이고 핵심적인 역할을 담당할 수 있으며, 논리력, 창의력, 언어 운용력 등을 고루 갖추고 학문 연구자로서의 탐구력과 교육자로서의 사명감을 지닌 사람은 대학원 과정에 진학하여 영어학, 영문학, 영어 교육 분야의 연구자, 학자 및 교육전문가를 양성합니다.","영어와 관련된 어학실력이 마련되어 있는 게 본인에게 가장 유리합니다. 그리고 영어교육과에서는 어학, 문학, 영어교수법도 배우기 때문에 어학뿐만 아니라 문학, 교수법에도 적성과 흥미가 있는 학생이면 좋습니다.","아무래도 다른 학과 보다는 영어로 강의하는 과목이 많습니다. 수업 시간에는 항상 책을 많이 읽을 것을 요구합니다. 어학 수업이든 문학 수업이든 매시간 마다 일정 분량의 책을 읽을 것을 선생님들이 요구하는데, 앉은 자리에서 20페이지 이상의 책을 읽을 수 있는 인내심이 필요합니다. 그러자면 치밀하고 꼼꼼한 성격을 가져야 하는데, 신입생들의 경우 이 점을 좀 어려워합니다.","{""majorSeq"": 365, ""major"": ""영어교육과"", ""salary"": 178.8, ""employment"": ""40 % 이상"", ""job"": ""교재및교구개발자, 무역담당자, 사범계열교수, 승무원, 언론인(기자,PD,아나운서등), 외교관, 작가, 중등학교교사, 출판물기획자, 통번역가, 통역사, 학원강사"", ""qualifications"": ""중등학교2급정교사"", ""universities"": ""건국대학교:영어교육과 | 고려대학교:영어교육과 | 상명대학교:영어교육과 | 서울대학교:영어교육과 | 이화여자대학교:영어교육과 | 중앙대학교:영어교육과 | 총신대학교:영어교육과 | 한국외국어대학교:영어교육과 | 한양대학교:영어교육과 | 홍익대학교:영어교육과 | 부산교육대학교:영어교육과 | 부산대학교:영어교육과 | 부산외국어대학교:시민영어교육학과 | 신라대학교:영어교육과 | 인천대학교:영어교육과 | 인하대학교:영어교육과 | 목원대학교:영어교육과 | 충남대학교:영어교육과 | 한남대학교:영어교육과 | 경북대학교:영어교육과 | 계명대학교:영어교육과 | 광주교육대학교:영어교육과(심화전공) | 광주여자대학교:글로벌영어교육학과 | 전남대학교:영어교육과 | 조선대학교:영어교육과 | 가톨릭관동대학교:영어교육과 | 강원대학교:영어교육과 | 서원대학교:영어교육과 | 충북대학교:영어교육과 | 한국교원대학교:영어교육과 | 국립공주대학교:영어교육과 | 우석대학교:영어교육과 | 원광대학교:영어교육과 | 전북대학교:영어교육과 | 전주교육대학교:영어교육과(심화전공) | 전주대학교:영어교육과 | 국립목포대학교:영어교육과 | 국립순천대학교:영어교육과 | 동신대학교:아동영어교육학과 | 세한대학교:영어교육과 | 국립경국대학교:영어교육과 | 대구가톨릭대학교:영어교육과 | 대구대학교:영어교육과 | 영남대학교:영어교육과 | 경남대학교:영어교육과 | 경상국립대학교:영어교육과 | 진주교육대학교:영어교육과(심화전공) | 제주대학교:영어교육과""}"
"올바른 사회는 어린이들에게 참다운 교육을 실시함으로써 이루어질 수 있다.고 합니다. 바람직한 유아교육을 위해서는 유아에 대한 이해가 필요합니다. 유아교육학과는 영ㆍ유아기 발달 과정을 이해하고 효과적인 유아교육을 위한 이론 및 실습을 제공합니다. 또, 건전한 인성을 바탕으로 유아의 특성에 맞는 교육을 개발ㆍ적용하는 전문 인력을 양성합니다.","유아교육학을 전공하려면 어린이를 사랑하고 존중하는 마음과 자세가 필요합니다. 봉사활동이나 교육활동에 대한 경험과 관심이 많은 학생에게 유리합니다. 또, 다양한 형태의 교육을 위해 음악ㆍ무용ㆍ미술 등에 대한 소질이 필요하며, 아이들을 효과적으로 지도하기 위한 통솔력, 의사소통 능력, 언어 구사 능력을 갖추는 것이 중요합니다.","유아기는 인생의 출발점으로 유아의 올바른 성장을 위해서 이 시기의 교육은 매우 중요합니다. 유아교육학과는 유아기의 신체적ㆍ지적ㆍ정서적 발달 과정에 대한 이해를 토대로 적절한 교육 방법을 연구합니다. 최근 유아 교육에 대한 관심이 늘어나면서 졸업생들은 유치원교사 외에도 유아 관련 방송, 도서, 소프트웨어 제작 등 다양한 분야로 진출합니다.","{""majorSeq"": 391, ""major"": ""유아교육학과"", ""salary"": 202.5, ""employment"": ""60 % 이상"", ""job"": ""사범계열교수, 심리상담사, 언어치료사"", ""qualifications"": ""보육교사, 유치원2급정교사"", ""universities"": ""덕성여자대학교:유아교육과 | 삼육대학교:유아교육과 | 서울한영대학교:아동보육학과 | 성신여자대학교:유아교육과 | 이화여자대학교:유아교육과 | 중앙대학교:유아교육과 | 총신대학교:유아교육과 | 한국방송통신대학교:유아교육과 | 한국성서대학교:영유아보육학과 | 한국열린사이버대학교:아동보육학과 | 경성대학교:유아교육과 | 고신대학교:유아교육과 | 국립부경대학교:유아교육과 | 동명대학교:유아교육과 | 동의대학교:유아교육과 | 부산교육대학교:유아교육과 | 부산대학교:유아교육과 | 부산디지털대학교:아동보육교육학부 | 신라대학교:유아교육과 | 인천대학교:유아교육과 | 대전대학교:아동교육상담학과 | 목원대학교:유아교육과 | 배재대학교:유아교육과 | 우송대학교:유아교육과 | 한국침례신학대학교:유아교육과 | 계명대학교:유아교육과 | 광신대학교:유아교육과 | 광주대학교:유아교육과 | 광주여자대학교:유아교육과 | 남부대학교:유아교육과 | 송원대학교:유아교육과 | 전남대학교:유아교육과 | 호남대학교:유아교육학과 | 가천대학교:유아교육학과 | 강남대학교:유아교육과 | 경기대학교:유아교육과 | 경동대학교:유아교육과 | 서울신학대학교:유아교육과 | 서울신학대학교:아동보육학과 | 서울신학대학교:보육학과 | 성결대학교:유아교육과 | 신한대학교:유아교육과 | 안양대학교:유아교육과 | 을지대학교:유아교육학과 | 중부대학교:유아교육과 | 칼빈대학교:아동보육학과 | 한신대학교:아동보육전공 | 협성대학교:아동보육학과 | 강원대학교:유아교육과 | 국립강릉원주대학교:유아교육과 | 상지대학교:유아교육학과 | 건국대학교 글로컬캠퍼스:유아교육과 | 국립한국교통대학교:유아교육학과 | 서원대학교:유아교육과 | 한국교원대학교:유아교육과 | 건양대학교:유아교육과 | 건양대학교:아동교육학과 | 건양대학교:아동보육학과 | 국립공주대학교:유아교육과 | 백석대학교:유아교육과 | 순천향대학교:유아교육과 | 유원대학교:유아교육과 | 중부대학교:아동보육학전공 | 호서대학교:유아교육과 | 원광대학교:유아교육과 | 호원대학교:유아교육과 | 동신대학교:유아교육학과 | 목포가톨릭대학교:유아교육과 | 세한대학교:유아교육과 | 김천대학교:유아교육과 | 대구가톨릭대학교:유아교육과 | 대구대학교:유아교육과 | 동국대학교 WISE캠퍼스:불교아동보육학과 | 동국대학교 WISE캠퍼스:유아교육과 | 동양대학교:유아교육과 | 영남대학교:유아교육과 | 위덕대학교:유아교육과 | 가야대학교:유아교육과 | 경남대학교:유아교육과 | 경상국립대학교:유아교육과 | 국립창원대학교:유아교육과 | 인제대학교:유아교육과 | 창신대학교:유아교육과 | 제주국제대학교:유아교육과""}"
윤리교육과는 청소년들에게 자유민주주의 국가의 국민으로서 우리나라의 역사ㆍ문화적 전통과 국가ㆍ사회적 현실에 대한 이해를 도울 수 있는 중ㆍ고등학교 교사를 양성합니다. 윤리교육과는 청소년들이 자아실현과 인격완성을 위해서 노력할 수 있도록 인도하고 이 외에도 우리사회의 각 생활 영역에서 발생하고 있는 도덕ㆍ윤리적 문제들을 구체적인 이론적 분석을 통해 그 해결 방안을 탐구하는 전문 연구인력 양성에 교육목표를 두고 있습니다.,"학생들을 가르치면서 그것을 통해서 삶의 보람과 만족을 느낄 수 있어야 하고, 그런 측면에서의 관심이 요구된다고 말할 수 있습니다. 특히 도덕, 윤리 과목에 대한 교사가 되고자 마음먹었다면 좀 더 삶의 문제, 인생의 문제 등에 대해 평상시 고민해보는 습관이 필요합니다.","철학자들이 철학했던 내용이나 고민한 내용의 장점과 단점을 비교해보고, 철학자들의 입장에서 철학적 추론을 해봄으로써 그 철학적 사상이라는 것이 과연 얼마나 타당한 것인가에 대해서 스스로 고민해보는 그런 기회를 갖게 됩니다. 그러다보니 중ㆍ고등학교 때 공부했던 방식과 대학에 와서 공부하는 방식과의 차이나 괴리감으로 인해 학생들이 힘들어 하는 측면이 있습니다.","{""majorSeq"": 63, ""major"": ""윤리교육과"", ""salary"": 184.7, ""employment"": ""60 % 이상"", ""job"": ""교육학연구원, 교재및교구개발자, 사범계열교수, 중등학교교사, 학원강사"", ""qualifications"": ""중등학교2급정교사"", ""universities"": ""서울대학교:윤리교육과 | 성신여자대학교:윤리교육과 | 경성대학교:윤리교육과 | 부산교육대학교:윤리교육과 | 부산대학교:윤리교육과 | 인천대학교:윤리교육과 | 경북대학교:윤리교육과 | 광주교육대학교:윤리교육과(심화전공) | 전남대학교:윤리교육과 | 강원대학교:윤리교육과 | 서원대학교:윤리교육과 | 충북대학교:윤리교육과 | 한국교원대학교:윤리교육과 | 국립공주대학교:윤리교육과 | 전북대학교:윤리교육과 | 전주교육대학교:윤리교육과(심화전공) | 국립목포대학교:윤리교육과 | 국립경국대학교:윤리교육과 | 경상국립대학교:윤리교육과 | 진주교육대학교:도덕과교육과(심화과정) | 제주대학교:윤리교육과""}"
