majorSeq,major,salary,employment,job,qualifications,chunk_field,chunk_text
30,고분자공학과,248.5,<strong>60</strong> % 이상,"고무및플라스틱화학공학기술자, 도료및농약품화학공학기술자, 섬유공학기술자, 섬유및염료시험원, 스마트의류개발자, 재료공학기술자, 화학공학기술자, 화학연구원","고분자제품기술사, 고분자제품제조산업기사, 공업화학기사, 바이오화학제품제조기사, 재료조직평가산업기사, 화공기사, 화학분석기사",interest,"평소 사물에 대한 관심이나 재료와 재질에 대해 알아보길 좋아하고, 각종 측정이나 반복적인 실험과 같은 일에도 질리거나 지치지 않는 사람에게 적합합니다. 여러 공학적 문제를 해결하기 위한 창의력과 분석적 사고, 수리적 사고, 기초 과학 분야에 대한 지식이 필요합니다."
30,고분자공학과,248.5,<strong>60</strong> % 이상,"고무및플라스틱화학공학기술자, 도료및농약품화학공학기술자, 섬유공학기술자, 섬유및염료시험원, 스마트의류개발자, 재료공학기술자, 화학공학기술자, 화학연구원","고분자제품기술사, 고분자제품제조산업기사, 공업화학기사, 바이오화학제품제조기사, 재료조직평가산업기사, 화공기사, 화학분석기사",property,"고분자는 지구상에 존재하는 거의 모든 제품에 사용되는 재료로 자동차 타이어, 우주선 기체의 복합재료, 스텔스 항공기용 페인트, 유기반도체, 연료전지, 투명전극 등 가정용품 부터 첨단산업제품 까지 산업 전 분야에 걸쳐 광범위하게 사용되고 있습니다. 고분자 공학은 주로 고분자 재료와 특성, 관련 이론을 공부하는 것이 신소재 공학이나 재료공학과와 다른 점이라 할 수 있습니다."
35,공업화학과,248.5,<strong>60</strong> % 이상,"고무및플라스틱화학공학기술자, 도료및농약품화학공학기술자, 바이오의약품개발전문가, 비누및화장품화학공학기술자, 석유화학기술자, 신약개발연구원, 신재생에너지전문가, 재료공학기술자, 화학공학기술자, 화학연구원","고분자제품기술사, 고분자제품제조산업기사, 공업화학기사, 바이오화학제품제조기사, 수질환경기사, 위험물산업기사, 재료조직평가산업기사, 토양환경기사, 폐기물처리기사, 화공기사, 화학분석기사",summary,"모든 제품을 만들기 위해서는 화학 재료가 필요합니다. 공업화학과는 화학 물질을 이용해 제품의 소재, 합성과 가공, 제조 등 화학공업에 관한 기초이론과 응용기술에 대한 이론과 실습을 하게 됩니다. 현장 실습을 통해 화학공업 제품의 생산, 개발, 분석, 연구 및 장치의 운전업무 등을 경험합니다. 화학분야의 전문적인 지식과 경험을 모두 갖춘 인재를 양성하는 것에 교육목표를 두고 있는 학과입니다."
35,공업화학과,248.5,<strong>60</strong> % 이상,"고무및플라스틱화학공학기술자, 도료및농약품화학공학기술자, 바이오의약품개발전문가, 비누및화장품화학공학기술자, 석유화학기술자, 신약개발연구원, 신재생에너지전문가, 재료공학기술자, 화학공학기술자, 화학연구원","고분자제품기술사, 고분자제품제조산업기사, 공업화학기사, 바이오화학제품제조기사, 수질환경기사, 위험물산업기사, 재료조직평가산업기사, 토양환경기사, 폐기물처리기사, 화공기사, 화학분석기사",interest,"주변에서 볼 수 있는 각종제품의 재료에 대해 관심을 갖거나, 새로운 제품의 재질에 흥미를 느끼는 사람에게 적합합니다. 공업화학은 화학공정을 연구하거나 이에 필요한 장비를 설계하고 개발 하므로 분석적인 사고와 창의력이 필요하고 여러 분야의 공학기술자와 팀으로 작업하는 경우가 많으므로 대인관계능력도 필요합니다."
35,공업화학과,248.5,<strong>60</strong> % 이상,"고무및플라스틱화학공학기술자, 도료및농약품화학공학기술자, 바이오의약품개발전문가, 비누및화장품화학공학기술자, 석유화학기술자, 신약개발연구원, 신재생에너지전문가, 재료공학기술자, 화학공학기술자, 화학연구원","고분자제품기술사, 고분자제품제조산업기사, 공업화학기사, 바이오화학제품제조기사, 수질환경기사, 위험물산업기사, 재료조직평가산업기사, 토양환경기사, 폐기물처리기사, 화공기사, 화학분석기사",property,"새로운 제품개발, 제조기술 개발, 화학기술 분야 전반에서 전문화와 첨단화가 가속되고 있습니다. 고무줄처럼 늘어나는 고효율배터리, 전류가 통하는 유기 전자 소재인 OLED, 투명하거나 접을 수 있는 디스플레이 개발 등 공업화학과 새로운 화학재료의 발전은 지속되고 있습니다."
55,광학공학과,206.4,<strong>60</strong> % 이상,"반도체공학기술자, 반도체장비기술자, 생체인식전문가, 에너지공학기술자, 의료기기개발전문가, 재료공학기술자, 통신공학기술자및연구원, 항공우주공학기술자","광학기기산업기사, 광학기사",summary,"동그란 안경, 네모난 안경. 여러 모양의 안경을 보면서 써보고 싶었던 적이 없나요? 요즘은 안경도 패션의 일부로 생각합니다. 광학공학과는 이러한 안경뿐만 아니라 빛을 생활과 산업에 이용한 공학분야로 카메라 렌즈, 스마트폰, 자동차, 디스플레이, 네트워크 광케이블 제조 분야 등에 활용되고 있습니다. 광학공학과는 전기, 통신, 기계, 물리, 컴퓨터, 반도체, 자동차 등의 폭넓은 분야의 관련 지식을 배워서 광전자, 광통신산업을 발전시킬 수 있는 인재를 양성하는데 목표를 두는 학과입니다."
55,광학공학과,206.4,<strong>60</strong> % 이상,"반도체공학기술자, 반도체장비기술자, 생체인식전문가, 에너지공학기술자, 의료기기개발전문가, 재료공학기술자, 통신공학기술자및연구원, 항공우주공학기술자","광학기기산업기사, 광학기사",interest,"광학기술을 활용하여 카메라, 레이저 등 각종 장비와 제품을 만드는 일을 하므로 새로운 것에 호기심이 많고, 지식을 배우고 익히는 것을 좋아하는 사람에게 유리합니다. 직접 배운 것을 실생활에 응용하여 생각할 수 있는 응용력과 창의력이 있으면 좋습니다. 그리고 물리, 수학 등의 기초 과목을 잘하면 유리합니다."
55,광학공학과,206.4,<strong>60</strong> % 이상,"반도체공학기술자, 반도체장비기술자, 생체인식전문가, 에너지공학기술자, 의료기기개발전문가, 재료공학기술자, 통신공학기술자및연구원, 항공우주공학기술자","광학기기산업기사, 광학기사",property,"최근 5G인터넷이 서비스되고 6G인터넷 기술개발과 사물 인터넷 등 네트워크 분야는 빠른 속도로 변화하고 있습니다. 또, 정밀한 가공 기술로 다양한 제품을 생산할 수 있는 레이저 기술, 대용량 데이터를 먼 곳까지 빠른 속도로 보낼 수 있는 광 케이블 기술, 우주 관측에 필요한 우주용 렌즈 등에도 응용되고 있습니다. 따라서 앞으로 다양한 전자 ㆍ 통신 분야에서 광학 공학을 공부한 전문가에 대한 수요가 높을 것으로 예상됩니다."
10142,교양공학부,216.9,<strong>60</strong> % 이상,"건축공학기술자, 금속공학기술자, 기계공학기술자ㆍ연구원, 나노공학기술자, 로봇공학자, 메카트로닉공학기술자, 반도체공학기술자, 빅데이터전문가, 사물인터넷전문가, 산업공학기술자, 생명공학자, 생물정보분석가, 스마트그리드엔지니어, 식품공학기술자, 에너지공학기술자, 유전공학연구원, 이공학계열교수, 인공지능전문가, 자동차공학기술자, 재료공학기술자, 전기공학기술자, 전자공학기술자, 컴퓨터하드웨어기술자및연구원, 클라우드시스템엔지니어, 통신공학기술자및연구원, 항공우주공학자, 해양공학기술자, 화학공학기술자, 환경공학기술자및연구원","건축기사, 공업화학기사, 금속기사, 금속재료기사, 메카트로닉스기사, 반도체설계기사, 원자력기사, 일반기계기사, 자동차정비기사, 전기기사, 전자기사, 정보처리기사, 정보통신기사, 토목기사, 항공기사, 화학분석기사",summary,"교양공학부는 대학에 입학할 때 전공을 확정하지 않고 자신의 적성에 맞는 공학분야로 전공을 선택하기 위한 학과라 할 수 있습니다. 1학년 과정에서 인문ㆍ사회?자연과학, 예체능 등 일반 교양과목과 공학 분야의 전공기초 과목을 수강하게 됩니다. 상위 학년으로 올라가게 되면 개인의 흥미와 적성을 고려한 전공 과목을 수강하고 3, 4학년 때 최종 전공을 확정하는 ‘학부제’를 적용하는 방식의 학부라 할 수 있습니다."
10142,교양공학부,216.9,<strong>60</strong> % 이상,"건축공학기술자, 금속공학기술자, 기계공학기술자ㆍ연구원, 나노공학기술자, 로봇공학자, 메카트로닉공학기술자, 반도체공학기술자, 빅데이터전문가, 사물인터넷전문가, 산업공학기술자, 생명공학자, 생물정보분석가, 스마트그리드엔지니어, 식품공학기술자, 에너지공학기술자, 유전공학연구원, 이공학계열교수, 인공지능전문가, 자동차공학기술자, 재료공학기술자, 전기공학기술자, 전자공학기술자, 컴퓨터하드웨어기술자및연구원, 클라우드시스템엔지니어, 통신공학기술자및연구원, 항공우주공학자, 해양공학기술자, 화학공학기술자, 환경공학기술자및연구원","건축기사, 공업화학기사, 금속기사, 금속재료기사, 메카트로닉스기사, 반도체설계기사, 원자력기사, 일반기계기사, 자동차정비기사, 전기기사, 전자기사, 정보처리기사, 정보통신기사, 토목기사, 항공기사, 화학분석기사",interest,"주변에서 흔히 볼 수 있는 자동차, 각종 제품, 건물에 적용된 새로운 공학기술에 대한 관심과 공한분야 전반에 대해 흥미를 가지고 좋아하는 사람에게 유리합니다. 공학분야는 수학, 과학, 화학, 물리 등의 과목을 잘하거나, 실험과 실습, 새로운 기술을 개발하는 등 이를 위한 창의력이나 논리적인 사고능력이 필요합니다."
10142,교양공학부,216.9,<strong>60</strong> % 이상,"건축공학기술자, 금속공학기술자, 기계공학기술자ㆍ연구원, 나노공학기술자, 로봇공학자, 메카트로닉공학기술자, 반도체공학기술자, 빅데이터전문가, 사물인터넷전문가, 산업공학기술자, 생명공학자, 생물정보분석가, 스마트그리드엔지니어, 식품공학기술자, 에너지공학기술자, 유전공학연구원, 이공학계열교수, 인공지능전문가, 자동차공학기술자, 재료공학기술자, 전기공학기술자, 전자공학기술자, 컴퓨터하드웨어기술자및연구원, 클라우드시스템엔지니어, 통신공학기술자및연구원, 항공우주공학자, 해양공학기술자, 화학공학기술자, 환경공학기술자및연구원","건축기사, 공업화학기사, 금속기사, 금속재료기사, 메카트로닉스기사, 반도체설계기사, 원자력기사, 일반기계기사, 자동차정비기사, 전기기사, 전자기사, 정보처리기사, 정보통신기사, 토목기사, 항공기사, 화학분석기사",property,교양공학부는 공학계열 내의 다양한 전공학과에 대한 전문과정의 기초를 닦는 것을 목적으로 하기 때문에 저학년일때는 전반적인 공학 분야에 공통된 기초 과목을 수강하다가 학년이 올라갈수록 특정 공학 전공을 선택할 수 있는 과정으로 구성된 학부입니다.
61,교통공학과,220,<strong>60</strong> % 이상,"교통계획및설계가, 교통심리전문가, 교통안전연구원, 교통영향평가원, 도로교통안전진단사, 도시및교통설계전문가, 무인자동차엔지니어, 사물인터넷전문가, 선박교통관제사, 스마트도시전문가, 지능형교통시스템(ITS)연구원, 철도교통관제사, 항공교통관제사","감정평가사, 교통기사, 교통기술사, 도시계획기사, 지적기사",summary,"인간에게 자동차, 기차, 배, 비행기와 같은 교통수단이 없다면 얼마나 불편할까요? 교통공학과는 사람들이 보다 교통수단을 편리하게 이용 할 수 있도록 도로, 철로, 환경, 안전, 각종 교통사고 등의 문제점을 해결하기 위한 다양한 이론에 대해 공부하는 학과입니다. 교통공학과는 효율적인 도로 시스템과 교통체계를 만들 수 있는 교통전문가를 양성하고 있습니다."
61,교통공학과,220,<strong>60</strong> % 이상,"교통계획및설계가, 교통심리전문가, 교통안전연구원, 교통영향평가원, 도로교통안전진단사, 도시및교통설계전문가, 무인자동차엔지니어, 사물인터넷전문가, 선박교통관제사, 스마트도시전문가, 지능형교통시스템(ITS)연구원, 철도교통관제사, 항공교통관제사","감정평가사, 교통기사, 교통기술사, 도시계획기사, 지적기사",interest,"교통수단(자동차, 지하철, 기차, 비행기)에 대한 관심과 교통 시스템 체계 등에 대한 호기심과 관심이 있는 사람에게 좋습니다. 평소 우리 사회의 사물이나 상황을 거시적으로 볼 줄 알고, 다양한 문제를 논리적으로 생각하고 판단하고 해결할 수 있는 능력이 있으면 좋습니다."
61,교통공학과,220,<strong>60</strong> % 이상,"교통계획및설계가, 교통심리전문가, 교통안전연구원, 교통영향평가원, 도로교통안전진단사, 도시및교통설계전문가, 무인자동차엔지니어, 사물인터넷전문가, 선박교통관제사, 스마트도시전문가, 지능형교통시스템(ITS)연구원, 철도교통관제사, 항공교통관제사","감정평가사, 교통기사, 교통기술사, 도시계획기사, 지적기사",property,"교통공학과는 교통 문제의 근본적인 원인을 파악하고 문제 해결을 위한 여러 방법과 체계를  배우는 학과입니다. 최근에는 자율주행차, 초고속 인터넷, 빅데이터 및 인공지능을 활용한 교통 인프라 구축, 지능형 교통 체계 마련, 미래 교통과 관련된 다양한 연구 등 4차 산업 핵심 기술과 접목되고 있습니다."
10038,국방기술학과,254.8,<strong>60</strong> % 이상,"국방과학연구원, 기계공학기술자ㆍ연구원, 드론전문가, 로봇공학자, 메카트로닉공학기술자, 무인항공기시스템개발자, 인공지능전문가, 재료공학기술자, 전기공학기술자, 직업군인, 통신공학기술자및연구원","금속재료기사, 로봇기구개발기사, 전기기사, 전자광학기사, 정보통신기사, 항공기사, 화약류제조기사",summary,"우리나라를 지키기 위해서는 다양한 무기와 군사 장비들이 필요해요. 국방기술학과는 미래기술을 이용한 최첨단 무기와 군사 장비, 무기를 활용하기 위한 군사 통합전술연구, 4차산업 기술 및 IT기술을 활용한 첨단 군사 장비 개발 등에 필요한 여러 기술을 배우는 학과입니다."
10038,국방기술학과,254.8,<strong>60</strong> % 이상,"국방과학연구원, 기계공학기술자ㆍ연구원, 드론전문가, 로봇공학자, 메카트로닉공학기술자, 무인항공기시스템개발자, 인공지능전문가, 재료공학기술자, 전기공학기술자, 직업군인, 통신공학기술자및연구원","금속재료기사, 로봇기구개발기사, 전기기사, 전자광학기사, 정보통신기사, 항공기사, 화약류제조기사",interest,"전기나 전자분야, 기계장치들을 전자적으로 조종하는 것을 좋아하는 사람에게 유리합니다.  
새로운 전술이나 무기를 개발하기 위해 여러 분야의 기술을 융합하여 창의적으로 생각하는 능력이 필요힙니다."
10038,국방기술학과,254.8,<strong>60</strong> % 이상,"국방과학연구원, 기계공학기술자ㆍ연구원, 드론전문가, 로봇공학자, 메카트로닉공학기술자, 무인항공기시스템개발자, 인공지능전문가, 재료공학기술자, 전기공학기술자, 직업군인, 통신공학기술자및연구원","금속재료기사, 로봇기구개발기사, 전기기사, 전자광학기사, 정보통신기사, 항공기사, 화약류제조기사",property,"국방기술학과는 무기체계의 연구개발, 생산, 운용, 유지와 정비에 기여할 실무형 기술 인재 양성을 교육목표로 하고 있습니다. 최근에는 4차산업 관련 기술을 국방기술 분야에 빠르게 적용하고 있습니다. 해안경계용 수직이착륙 드론, 원거리 정찰용 소형무인기, 무인무기체계 기술개발, VR활용 군사훈련 등 다양한 기술개발이 이뤄지고 있습니다."
79,금속공학과,230.6,<strong>60</strong> % 이상,"금속가공장치조작원, 금속공학기술자, 금속재료공학시험원, 단조원, 도금원, 압연원, 재료공학기술자, 제관원, 주조원, 판금원, 항공우주공학자","금속가공기술사, 금속기사, 금속재료기사, 금속재료기술사, 금속제련기술사, 주조기능장, 주조산업기사",summary,"영화 ‘아이언 맨’에서 주인공 토니스타크는 강철로 제작된 아이언맨 슈트를 입고 적들의 무차별한 공격에도 쉽게 상처를 입지 않습니다. ‘아이언 맨’의 겉옷은 어떤 재료로 만들었을지 궁금하지 않나요? 금속공학과는 금속재료의 성질에 대한 이해, 금속의 사용 방법, 금속 신소재를 이용한 개발 등에 대해서 배우는 곳입니다. 금속공학과는 금속 재료를 개발하고, 여러 산업에서 사용되는 금속과 재료의 문제점을 개선하고 보완 시킬수 있는 전문가를 양성하기 위한 학과입니다."
79,금속공학과,230.6,<strong>60</strong> % 이상,"금속가공장치조작원, 금속공학기술자, 금속재료공학시험원, 단조원, 도금원, 압연원, 재료공학기술자, 제관원, 주조원, 판금원, 항공우주공학자","금속가공기술사, 금속기사, 금속재료기사, 금속재료기술사, 금속제련기술사, 주조기능장, 주조산업기사",interest,"평소 흔히 볼 수 있는 각종 사물의 재료에 대해 호기심과 관심이 많은 사람에게 유리합니다.  
사물을 이루는 재료들에 대해 체계적으로 분석할 수 있는 능력과 수학, 화학, 물리 등 이공계 기초 과목을 잘하는 사람에게 유리합니다."
79,금속공학과,230.6,<strong>60</strong> % 이상,"금속가공장치조작원, 금속공학기술자, 금속재료공학시험원, 단조원, 도금원, 압연원, 재료공학기술자, 제관원, 주조원, 판금원, 항공우주공학자","금속가공기술사, 금속기사, 금속재료기사, 금속재료기술사, 금속제련기술사, 주조기능장, 주조산업기사",property,"재료공학은 금속재료, 세라믹재료, 고분자재료 등의 재료 전반에 대해 다루는데 이중 금속재료를 위주로 배우는 학과가 금속공학과라 할 수 있습니다. 금속공학과는 다양한 금속 재료들의 성질을 이해하고 조합하여 새로운 금속 소재를 개발하는 이론을 배우고 연구합니다. 최근에는 3D프린터에 사용되는 금속 재료의 개발, 꿈의 탄소 소재로 불리는 그래핀의 개발 등 앞으로도 금속공학과의 전망은 밝을 것으로 예상됩니다."
86,기계공학과,254.8,<strong>60</strong> % 이상,"건설기계공학기술자, 공업기계설치및정비원, 기계공학기술자, 기계공학기술자ㆍ연구원, 로봇공학자, 로봇연구원, 메카트로닉공학기술자, 무인자동차엔지니어, 무인항공기시스템개발자, 사무용기계공학기술자, 엔진기계공학기술자, 의료기기개발전문가, 이공학계열교수, 자동차공학기술자, 플랜트기계공학기술자, 항공우주공학자, 해양에너지기술자","건설기계기술사, 건설기계설비기사, 건설기계정비기사, 공조냉동기계기사, 기계기술사, 기계설계기사, 농업기계기사, 메카트로닉스기사, 선박기계기술사, 유체기계기술사, 일반기계기사",summary,"사람을 대신하여 반복적이고 정교함이 필요한 일들을 기계가 하는 시대가 되었습니다. 기계공학과에서는 기계에 관한 지식과 실습을 통해서 일상생활에서 필요한 기계와, 기계를 이용한 다양한 설비나 장치를 개발하는 방법에 대해서 배웁니다."
